ID,Age,Gender,Marital_Status,Job_Role,Experience_Years,Monthly_Salary_INR,Working_Hours_per_Week,Commute_Time_Hours,Remote_Work,Stress_Level,Health_Issues,Company_Size,Department,Sleep_Hours,Physical_Activity_Hours_per_Week,Mental_Health_Leave_Taken,Manager_Support_Level,Work_Pressure_Level,Annual_Leaves_Taken,Work_Life_Balance,Family_Support_Level,Job_Satisfaction,Performance_Rating,Team_Size,Training_Opportunities,Gender_Bias_Experienced,Discrimination_Experienced,Burnout_Symptoms,Location
323,63,Non-Binary,Married,Developer,27,28015.7,81,2.95,True,3,,Large,HR,5.4,9.9,False,8,10,0,1,9,2,5,63,False,False,True,No,Tier-3
324,47,Non-Binary,Single,Sales,16,133010.59,69,0.58,False,3,Physical,Large,Admin,6.2,1.7,False,10,4,23,9,0,7,9,73,True,True,False,Yes,Tier-3
325,55,Male,Single,Sales,11,96257.47,44,0.15,True,8,Physical,Medium,Admin,4.7,5.6,False,3,8,2,9,5,1,7,27,True,True,False,No,Tier-2
326,55,Male,Married,Manager,4,125231.05,89,2.23,True,8,Mental,Large,Sales,5.5,1.9,False,9,2,28,0,0,5,4,83,False,True,True,Occasional,Metro
327,62,Female,Widowed,Support,38,63826.55,38,0.42,True,1,,Medium,IT,7.0,9.9,True,4,9,29,3,0,9,9,80,True,False,False,Yes,Tier-2
328,25,Male,Single,Manager,25,101159.94,80,2.39,False,9,Both,Large,HR,4.1,2.4,False,7,1,18,5,10,7,3,56,True,True,True,Occasional,Tier-2
329,44,Male,Divorced,Manager,22,74386.73,90,2.23,True,1,Physical,Small,Admin,8.3,1.4,False,9,2,2,2,5,5,8,57,True,False,True,No,Tier-1
330,44,Non-Binary,Widowed,HR,39,150733.21,67,2.25,False,8,Physical,Large,HR,4.4,3.7,False,4,4,27,6,10,1,2,59,True,False,False,No,Metro
331,51,Non-Binary,Single,Sales,11,99901.81,76,2.4,False,9,Physical,Medium,Marketing,5.7,1.2,False,7,6,19,1,2,7,2,29,False,True,False,No,Tier-3
332,38,Non-Binary,Married,Support,1,73489.37,40,2.81,True,3,Mental,Large,Admin,7.1,7.1,False,3,8,15,5,6,10,0,1,False,True,True,Yes,Tier-2
333,47,Female,Single,Developer,6,152382.55,57,1.08,True,9,,Large,Admin,7.8,8.7,False,0,3,28,2,4,5,1,63,True,True,True,Yes,Metro
334,50,Male,Divorced,Sales,11,131825.53,62,2.16,False,7,Physical,Small,HR,4.0,9.8,True,9,3,11,10,0,2,1,92,False,False,True,Yes,Tier-1
335,45,Non-Binary,Married,Sales,10,112727.02,82,1.02,False,8,Physical,Medium,HR,8.2,4.3,True,3,3,20,1,7,0,2,77,True,False,False,No,Tier-3
336,64,Female,Single,HR,23,37745.4,44,1.51,False,1,,Medium,Admin,5.3,8.9,False,0,0,1,10,10,6,2,77,False,False,False,Yes,Tier-2
337,50,Male,Single,Manager,20,144802.15,64,1.06,True,1,,Medium,HR,8.0,1.1,False,8,0,13,3,0,3,7,13,True,True,True,Yes,Tier-1
338,22,Male,Single,Sales,22,123619.58,37,1.02,False,8,Both,Large,Sales,5.4,5.4,False,8,7,24,9,1,10,0,96,True,False,True,Yes,Tier-1
339,65,Female,Widowed,Analyst,11,95450.82,74,1.61,True,3,Mental,Small,HR,8.2,1.5,False,4,0,19,9,0,9,3,100,True,True,True,No,Tier-1
340,36,Male,Widowed,Analyst,27,130633.11,45,0.85,True,3,Physical,Small,HR,8.1,3.7,True,3,5,19,8,2,7,6,73,False,False,False,Occasional,Tier-3
341,21,Female,Divorced,Manager,33,92947.63,45,0.19,True,3,Mental,Small,Admin,6.6,8.9,False,9,2,9,10,9,0,4,12,False,False,False,Occasional,Tier-2
342,52,Female,Single,Support,36,141583.54,43,1.05,True,7,Physical,Large,Admin,4.1,0.4,False,5,7,28,8,9,1,3,11,True,False,True,No,Metro
343,34,Non-Binary,Divorced,Manager,0,180148.34,56,2.07,True,9,Physical,Medium,Finance,7.4,3.3,False,8,1,2,1,0,5,2,33,False,False,False,Yes,Metro
344,61,Female,Married,Sales,5,131170.76,65,1.86,False,7,,Large,Marketing,8.9,6.8,True,1,4,15,3,6,9,3,61,True,True,False,Yes,Tier-1
345,45,Non-Binary,Divorced,Analyst,3,194734.7,75,2.51,False,2,,Large,IT,7.1,6.1,False,0,2,1,0,3,1,10,3,False,False,False,Occasional,Tier-3
346,47,Male,Widowed,Developer,39,180386.91,63,0.46,True,4,Mental,Large,Admin,5.1,1.4,False,7,4,19,6,8,7,7,45,True,True,True,Occasional,Metro
347,46,Non-Binary,Single,Developer,12,191677.33,51,2.44,True,2,Physical,Small,Sales,5.6,5.3,True,6,2,11,8,3,10,1,75,False,True,True,Yes,Tier-3
348,63,Female,Widowed,Analyst,18,165519.37,73,1.51,True,8,Both,Large,HR,6.7,8.3,False,10,8,4,6,8,2,5,15,False,False,True,Yes,Metro
349,23,Non-Binary,Married,Manager,20,125796.53,50,0.96,False,1,,Large,IT,7.4,4.9,False,10,6,16,2,0,5,1,93,True,False,True,Occasional,Tier-3
350,52,Male,Widowed,HR,33,45754.21,81,0.67,False,5,Both,Large,HR,4.6,6.8,False,0,5,3,0,5,0,6,40,True,True,False,Occasional,Metro
351,58,Non-Binary,Single,HR,24,27163.38,48,2.44,False,3,Physical,Medium,Finance,4.1,0.6,False,8,6,21,6,9,3,4,60,True,True,False,No,Tier-1
352,54,Male,Widowed,Developer,22,33851.41,55,2.22,False,7,,Small,Sales,6.7,0.9,True,0,9,4,0,7,7,8,19,True,True,True,Yes,Tier-1
353,41,Female,Single,Manager,22,73842.76,56,1.88,True,0,Physical,Small,IT,6.5,1.8,False,0,10,27,4,9,9,10,14,True,True,True,Yes,Tier-1
354,46,Non-Binary,Divorced,Sales,5,145764.57,54,1.02,True,8,Physical,Medium,Admin,8.0,2.2,True,8,5,1,10,9,0,3,55,False,False,False,Yes,Tier-1
355,63,Male,Single,Analyst,17,98765.45,79,0.56,True,4,Both,Large,Marketing,4.5,8.0,False,3,4,4,7,10,5,5,42,False,False,False,No,Tier-3
356,48,Male,Divorced,Developer,2,28751.72,90,2.25,True,6,Mental,Large,Sales,4.9,6.3,True,4,5,12,2,1,9,6,64,False,False,False,Yes,Tier-1
357,52,Non-Binary,Married,HR,39,159602.92,59,0.76,True,5,Both,Small,IT,8.4,1.8,True,5,5,8,4,1,0,6,57,True,False,False,No,Tier-3
358,50,Non-Binary,Married,HR,33,38699.89,71,2.1,True,3,Mental,Small,Marketing,6.7,9.7,False,7,3,10,6,3,8,9,13,False,True,True,Yes,Tier-1
359,38,Non-Binary,Widowed,Sales,5,38537.14,44,2.04,False,10,Mental,Large,Finance,6.4,2.3,True,6,10,25,9,0,8,5,15,False,True,True,Occasional,Tier-2
360,49,Non-Binary,Married,Sales,33,70716.71,87,1.38,False,10,Mental,Small,Admin,6.4,4.1,False,9,3,17,7,5,10,7,97,False,False,False,Occasional,Tier-3
361,40,Non-Binary,Single,HR,1,36857.16,67,2.15,False,1,Physical,Large,Marketing,8.7,6.1,True,4,3,17,3,8,0,1,89,False,False,True,Occasional,Tier-1
362,50,Male,Widowed,Manager,14,119305.65,77,2.13,False,10,,Large,HR,7.8,2.5,True,7,0,3,8,7,10,4,99,True,True,True,Occasional,Tier-2
363,20,Female,Widowed,HR,30,72860.19,84,1.43,False,5,,Medium,Admin,8.9,9.4,True,2,5,24,3,3,5,5,71,False,True,False,Occasional,Tier-3
364,35,Male,Divorced,Analyst,32,192535.95,81,2.94,False,9,Both,Medium,Sales,8.4,8.5,True,6,0,4,1,10,9,9,68,True,True,False,No,Tier-3
365,42,Non-Binary,Single,Manager,1,91609.69,64,1.47,True,5,Physical,Medium,Marketing,6.2,3.7,False,6,5,12,7,1,7,8,100,False,True,True,Occasional,Tier-3
366,59,Non-Binary,Single,Sales,28,49565.7,43,2.85,True,4,,Large,IT,5.2,5.9,False,10,9,11,4,0,10,10,71,False,True,False,Occasional,Tier-3
367,48,Female,Divorced,Support,7,22218.72,37,1.92,False,1,Mental,Medium,Marketing,7.0,4.1,False,5,9,14,1,5,3,10,37,True,True,True,Yes,Tier-2
368,20,Non-Binary,Single,Support,3,123905.21,50,2.66,False,5,Physical,Small,HR,5.2,9.3,True,0,0,5,10,1,10,9,61,True,True,False,Yes,Tier-2
369,57,Female,Married,Sales,0,118173.58,36,1.07,False,7,Mental,Small,IT,7.2,4.1,False,8,3,0,9,10,4,9,62,False,True,True,Occasional,Metro
370,63,Non-Binary,Divorced,Sales,0,90794.99,84,1.02,False,5,Mental,Small,Sales,6.6,4.9,False,9,3,24,7,2,10,9,33,True,False,False,Yes,Tier-1
371,41,Male,Married,Analyst,28,62544.05,39,1.55,True,5,Both,Large,Finance,7.7,4.9,True,5,6,21,8,7,3,0,92,True,True,False,Yes,Tier-2
372,49,Female,Single,Sales,37,138150.73,63,0.61,True,4,,Large,HR,6.9,4.4,False,2,3,2,2,10,8,5,37,False,True,False,Occasional,Metro
373,64,Male,Widowed,Manager,24,95255.81,73,1.61,False,7,Both,Small,HR,6.5,9.2,True,8,4,13,3,5,0,8,12,False,False,False,Occasional,Tier-1
374,39,Non-Binary,Single,Sales,17,51750.47,47,0.42,True,7,Physical,Small,Sales,6.3,4.2,False,9,4,29,4,9,10,6,5,False,False,False,Yes,Tier-2
375,40,Male,Married,Support,11,98224.08,78,0.27,False,2,,Small,Marketing,7.7,8.6,True,8,2,27,10,6,7,7,48,False,True,False,No,Metro
376,19,Male,Widowed,Sales,10,114501.44,74,0.3,True,3,,Small,HR,7.0,7.3,True,9,10,9,3,4,6,9,35,False,False,True,Occasional,Tier-1
377,44,Male,Single,HR,4,190264.3,83,2.07,False,4,Physical,Large,Admin,8.4,4.9,False,4,4,9,6,0,3,7,50,False,False,False,Occasional,Metro
378,59,Female,Single,HR,6,106208.0,64,2.81,False,0,Both,Small,HR,6.1,9.0,True,1,7,4,7,7,10,0,67,False,True,False,Yes,Metro
379,19,Female,Widowed,Analyst,36,108840.12,74,1.99,False,6,Mental,Medium,IT,6.8,6.4,True,7,9,22,3,1,2,4,27,False,True,True,No,Tier-3
380,43,Female,Divorced,Manager,34,117272.9,75,0.23,False,9,Both,Medium,Finance,6.6,3.5,False,9,6,12,9,5,10,1,67,False,True,True,Occasional,Tier-2
381,34,Male,Divorced,Support,32,143291.49,75,0.57,True,5,Mental,Medium,Marketing,4.6,9.8,False,4,7,16,4,3,6,7,85,True,True,True,Yes,Metro
382,57,Male,Married,Manager,8,53523.81,78,0.18,True,7,Physical,Small,HR,6.5,8.3,False,10,7,26,5,1,6,9,5,False,False,True,Occasional,Tier-3
383,50,Non-Binary,Widowed,HR,16,108258.39,60,0.73,True,9,Both,Medium,Marketing,8.2,9.3,True,7,0,25,10,5,10,10,97,True,False,False,Yes,Tier-1
384,26,Female,Single,Manager,2,178673.06,83,0.46,True,0,Mental,Small,Admin,4.8,4.3,True,0,2,17,0,2,0,7,44,False,False,False,Occasional,Tier-1
385,60,Non-Binary,Married,Sales,39,182604.94,89,1.82,True,10,,Large,IT,8.0,3.8,False,4,8,25,9,7,10,5,93,False,True,True,Yes,Tier-1
386,65,Male,Widowed,Analyst,16,173040.49,61,0.04,False,2,Both,Large,Admin,7.2,1.2,True,1,4,10,9,5,5,8,12,True,False,False,Occasional,Metro
387,56,Female,Single,HR,38,57902.08,89,1.07,False,1,Physical,Large,IT,5.6,1.8,True,1,6,4,2,3,4,0,17,False,True,True,Yes,Tier-2
388,46,Non-Binary,Divorced,Sales,12,112764.5,50,0.44,False,8,,Medium,Admin,8.9,8.5,False,9,1,23,7,3,0,4,43,False,True,True,No,Tier-2
389,59,Male,Divorced,HR,2,187737.62,78,2.66,False,5,Physical,Large,Admin,8.5,7.9,True,6,1,5,7,2,3,8,76,True,False,True,No,Tier-1
390,43,Male,Single,HR,18,21190.31,86,1.12,False,6,Physical,Small,HR,5.2,1.8,True,5,3,20,5,3,1,0,46,False,False,True,Yes,Metro
391,52,Male,Divorced,Support,36,182205.26,62,2.18,True,2,Mental,Large,HR,8.4,8.8,False,2,6,30,8,4,3,2,27,True,True,True,No,Tier-3
392,42,Female,Divorced,Analyst,5,51652.41,70,1.16,False,6,Mental,Medium,IT,7.2,0.4,True,9,6,5,6,5,3,6,78,False,False,True,No,Tier-1
393,41,Female,Single,Analyst,33,117580.03,72,0.31,True,8,Both,Large,Sales,6.4,7.3,True,6,9,0,6,8,3,5,57,True,False,True,Occasional,Tier-1
394,30,Non-Binary,Divorced,HR,34,56686.68,38,2.6,False,2,,Small,Finance,5.2,9.6,True,5,10,21,4,3,1,8,52,False,True,False,Yes,Metro
395,24,Male,Single,Support,38,177586.43,77,0.75,False,5,,Large,Admin,4.5,3.7,False,2,9,25,0,10,5,2,44,False,True,False,Yes,Metro
396,53,Female,Widowed,Sales,13,156759.05,61,2.11,True,7,Physical,Large,IT,6.4,9.0,True,7,5,28,6,0,0,6,12,True,False,True,No,Metro
397,62,Female,Married,Developer,11,93716.18,48,2.75,False,0,Physical,Small,Admin,4.3,7.4,True,9,5,29,10,4,0,1,62,False,False,False,No,Tier-3
398,37,Male,Widowed,Sales,27,54961.46,61,2.27,False,10,Both,Large,IT,8.1,4.5,True,6,5,0,9,3,3,7,34,False,True,True,No,Tier-2
399,18,Male,Single,Support,38,100420.16,75,1.85,True,9,Physical,Small,Admin,4.4,6.0,True,2,4,0,2,0,4,4,92,False,False,True,Yes,Tier-3
400,25,Non-Binary,Married,Manager,1,37908.01,73,0.07,False,0,Physical,Medium,IT,4.2,9.2,True,9,0,21,8,3,1,6,18,True,False,False,Yes,Tier-2
401,63,Non-Binary,Widowed,HR,38,128000.24,61,1.5,False,9,,Small,Marketing,5.0,6.0,True,10,1,18,2,1,7,9,76,True,True,True,Occasional,Tier-1
402,33,Non-Binary,Single,HR,37,80769.88,73,2.15,True,1,Physical,Medium,Admin,4.4,9.0,False,7,0,10,6,5,0,5,57,False,True,True,Occasional,Tier-2
403,31,Female,Single,Analyst,24,23081.66,73,2.37,True,8,Both,Small,IT,6.3,8.9,False,5,5,16,9,9,9,6,4,True,False,False,Occasional,Metro
404,29,Female,Widowed,Manager,26,95740.59,83,0.05,True,0,Mental,Small,HR,8.6,0.9,True,0,5,25,3,8,7,8,50,False,False,True,No,Tier-3
405,40,Female,Single,Developer,33,147473.94,43,2.41,True,8,Mental,Large,Finance,7.2,8.0,False,7,7,16,10,3,4,5,65,False,True,True,Yes,Tier-2
406,32,Female,Single,Developer,27,135764.57,76,0.92,False,1,,Small,Marketing,7.6,1.6,False,3,2,12,5,2,3,8,42,False,False,False,Yes,Tier-2
407,45,Female,Widowed,Support,26,38193.37,55,0.63,False,10,Both,Small,Finance,7.9,3.7,True,2,9,6,1,8,8,0,95,True,False,True,Occasional,Metro
408,51,Male,Single,Analyst,8,191942.21,72,1.85,False,7,Both,Small,Marketing,5.3,8.1,True,1,6,18,9,8,5,3,97,False,True,False,No,Tier-1
409,19,Non-Binary,Widowed,Developer,28,142087.86,49,2.76,True,4,Mental,Small,IT,5.0,8.3,True,5,5,26,5,8,2,10,37,True,True,False,Yes,Metro
410,49,Non-Binary,Married,Support,7,127444.53,84,2.03,True,4,,Small,Admin,6.5,1.6,False,8,8,15,4,10,3,1,34,True,True,True,Yes,Tier-2
411,40,Non-Binary,Divorced,HR,38,147323.74,56,1.91,True,6,Both,Small,Admin,7.6,2.0,False,5,1,4,0,4,6,6,37,False,True,True,No,Metro
412,39,Non-Binary,Single,Developer,1,119902.18,50,2.4,False,10,Physical,Medium,Sales,5.7,9.5,False,2,2,21,4,8,3,5,19,True,False,True,No,Metro
413,42,Male,Married,Developer,16,92757.75,43,0.75,True,1,Both,Medium,IT,8.7,6.7,True,3,9,5,6,0,10,8,54,False,True,True,Occasional,Tier-3
414,39,Female,Married,Sales,38,107574.66,54,0.39,False,7,Both,Medium,IT,5.8,2.5,True,0,10,25,5,10,10,3,3,False,False,True,Occasional,Tier-2
415,39,Female,Single,Support,37,101472.09,65,0.51,True,8,Mental,Large,Finance,5.4,4.2,True,6,0,17,8,3,3,2,5,True,True,False,Yes,Tier-1
416,59,Female,Widowed,Developer,35,148148.53,82,1.38,False,8,Mental,Small,Sales,7.7,0.3,False,7,10,6,1,10,4,6,89,False,False,True,No,Tier-3
417,23,Non-Binary,Single,Sales,13,157607.5,44,1.24,True,5,,Large,Finance,5.0,9.8,False,9,7,30,10,1,0,10,5,False,True,True,Yes,Metro
418,32,Non-Binary,Widowed,Manager,22,76225.6,54,1.22,True,1,Physical,Medium,IT,5.5,7.1,False,1,1,11,9,5,9,7,77,False,True,True,Yes,Tier-1
419,60,Male,Single,Sales,0,161314.59,60,2.2,True,7,Physical,Small,Marketing,5.7,0.9,False,6,3,7,5,8,7,7,97,False,True,False,Occasional,Tier-2
420,54,Male,Married,Manager,0,115957.16,61,1.86,True,4,Both,Large,Sales,5.8,3.1,False,3,6,26,0,0,7,4,22,True,True,True,Yes,Tier-1
421,50,Female,Single,Analyst,2,38168.61,58,2.82,False,4,,Medium,HR,6.1,0.2,True,4,2,26,8,2,0,7,12,True,False,True,Yes,Tier-1
422,25,Female,Single,HR,39,103619.95,47,0.42,False,0,Physical,Large,Finance,4.4,4.3,True,1,5,9,5,4,7,5,75,False,False,False,Occasional,Tier-3
423,61,Female,Divorced,Analyst,22,136546.31,60,0.57,False,6,Mental,Medium,Finance,8.9,8.0,False,4,7,4,3,2,10,3,60,True,False,True,Occasional,Metro
424,61,Female,Married,Analyst,27,140035.32,85,0.82,False,6,Physical,Small,Finance,7.4,4.6,False,5,10,18,9,4,4,7,2,False,True,True,No,Tier-3
425,22,Female,Single,Analyst,15,28650.66,82,1.71,False,1,Mental,Medium,HR,6.1,4.1,False,7,7,19,3,9,7,10,62,False,True,False,No,Tier-1
426,56,Female,Married,Manager,28,85056.86,64,0.55,True,10,,Small,Admin,7.2,5.0,False,10,7,25,7,1,4,4,82,True,True,False,Yes,Tier-2
427,21,Non-Binary,Widowed,Support,32,73079.39,81,0.7,False,1,Physical,Large,Sales,7.2,1.5,False,0,1,16,7,6,4,8,94,False,True,False,No,Metro
428,23,Male,Single,Developer,31,104669.21,44,0.75,True,5,,Medium,Finance,4.8,6.8,False,3,10,11,7,9,3,1,49,False,False,False,Yes,Metro
429,62,Male,Single,Sales,22,177268.33,51,0.42,False,1,Physical,Medium,Sales,6.2,6.8,False,10,10,27,4,5,4,2,12,True,True,False,Yes,Metro
430,49,Non-Binary,Married,Analyst,32,185402.74,55,1.71,False,8,,Medium,Sales,8.7,1.8,True,0,8,10,1,8,8,0,79,False,True,False,Occasional,Tier-1
431,47,Female,Married,Analyst,32,161943.48,69,0.86,True,7,Physical,Small,IT,5.1,5.4,True,10,8,18,5,2,9,2,82,False,False,False,Yes,Tier-2
432,64,Female,Married,Developer,37,193147.5,82,1.1,True,10,,Large,IT,5.9,3.8,True,7,6,4,4,0,5,1,14,True,True,False,No,Tier-2
433,52,Female,Married,Analyst,2,100770.78,84,1.42,False,2,Physical,Small,HR,5.6,3.6,False,2,6,21,5,5,4,6,19,True,True,False,Yes,Tier-2
434,57,Male,Divorced,Manager,33,37249.36,85,1.69,True,7,,Medium,Finance,8.1,8.3,True,9,7,1,8,0,8,4,8,False,True,True,No,Tier-3
435,33,Male,Married,Manager,27,169688.28,56,2.16,True,4,Mental,Medium,Admin,5.0,9.4,False,8,3,22,7,6,6,0,32,False,False,True,Occasional,Tier-2
436,30,Female,Single,Support,7,177120.47,35,1.05,True,2,Physical,Medium,Marketing,5.7,1.7,True,3,10,20,8,3,8,7,23,True,True,True,Yes,Tier-1
437,59,Female,Single,Developer,8,91376.95,70,1.25,False,8,Mental,Medium,HR,8.5,6.6,False,8,1,2,4,7,0,4,27,False,False,False,Yes,Metro
438,47,Non-Binary,Widowed,Manager,4,112973.68,39,0.57,False,3,Both,Medium,Marketing,5.6,8.5,True,8,9,28,10,2,6,8,11,True,False,True,No,Tier-1
439,36,Female,Married,Support,30,65910.83,41,0.87,True,8,,Small,Admin,4.7,7.1,True,0,9,29,2,9,1,0,10,False,False,False,Yes,Metro
440,34,Non-Binary,Married,Analyst,34,70555.32,70,0.06,False,3,Mental,Large,IT,8.8,7.2,True,6,3,1,9,9,7,5,51,False,False,True,Yes,Tier-3
441,36,Female,Married,Support,34,196330.61,59,1.99,True,10,Physical,Medium,Sales,7.5,6.5,False,7,5,9,0,9,6,4,81,False,False,True,No,Tier-1
442,45,Female,Married,Analyst,4,70346.83,84,0.5,False,7,Both,Small,HR,5.6,2.2,True,5,10,13,10,4,8,4,47,False,False,False,Occasional,Tier-3
443,43,Female,Married,HR,32,194884.66,75,1.59,True,4,Physical,Large,IT,6.2,9.0,True,2,7,15,8,0,8,1,11,False,False,True,Occasional,Tier-1
444,54,Non-Binary,Single,Support,12,70109.77,49,2.59,False,1,Both,Small,Sales,5.6,2.8,False,9,4,5,0,9,10,4,89,True,True,False,Occasional,Tier-1
445,43,Non-Binary,Divorced,HR,24,169773.46,90,0.59,True,0,Mental,Large,HR,4.5,7.1,False,5,2,12,7,2,10,9,28,True,True,True,No,Tier-3
446,40,Non-Binary,Widowed,Developer,23,49573.84,79,0.91,True,1,Physical,Small,Marketing,6.0,3.6,False,7,2,2,9,0,6,3,8,True,False,False,Occasional,Tier-1
447,26,Male,Married,Analyst,10,170349.52,73,2.56,False,9,Mental,Large,Admin,7.8,0.8,True,6,1,7,10,1,6,3,11,True,False,True,No,Tier-1
448,29,Male,Married,Analyst,18,183896.95,78,1.33,False,10,Both,Large,HR,7.7,3.7,True,0,0,25,0,7,1,8,84,True,True,False,No,Tier-3
449,18,Female,Married,Sales,10,180989.27,56,0.24,False,4,,Small,Marketing,4.7,8.5,False,4,1,16,7,5,4,7,6,True,False,False,No,Tier-3
450,18,Non-Binary,Married,Support,32,32696.01,38,0.55,False,2,Both,Medium,Sales,4.4,4.5,True,7,2,5,8,6,6,3,59,False,True,True,Yes,Tier-1
451,64,Non-Binary,Divorced,Manager,29,160832.98,68,1.5,False,2,Mental,Small,Sales,6.5,2.6,True,0,9,12,5,7,6,0,55,False,False,True,No,Tier-1
452,51,Female,Divorced,Developer,13,176777.42,86,0.63,False,2,Physical,Large,Marketing,4.3,8.3,False,2,3,30,2,1,8,9,70,True,True,True,Yes,Metro
453,49,Female,Single,Developer,0,81457.84,76,2.78,True,9,Physical,Large,IT,8.8,0.5,False,6,0,20,4,2,3,5,23,False,True,True,Yes,Tier-1
454,65,Female,Widowed,Support,30,180443.34,71,0.56,True,10,Physical,Large,HR,7.1,3.0,False,10,6,8,1,9,1,2,94,True,True,False,Yes,Metro
455,42,Female,Married,Manager,2,139459.94,42,0.45,False,5,Both,Small,IT,4.6,1.2,False,9,7,14,2,6,3,9,59,True,True,False,Yes,Metro
456,57,Non-Binary,Married,Sales,24,104788.37,90,2.78,True,5,,Small,Marketing,6.5,4.1,True,3,2,2,4,6,8,7,1,False,False,True,No,Tier-3
457,62,Male,Single,HR,24,21233.19,66,0.02,False,8,Both,Small,IT,8.9,2.8,False,6,7,1,2,1,3,9,43,True,True,False,Occasional,Metro
458,18,Non-Binary,Widowed,Sales,17,143507.14,48,1.68,False,4,Both,Large,HR,4.3,9.1,False,4,6,9,8,9,7,5,18,False,False,True,Occasional,Tier-2
459,33,Male,Widowed,HR,33,163606.31,89,2.75,False,10,Both,Small,Marketing,4.9,1.6,False,4,1,2,10,4,1,3,77,True,False,False,Occasional,Metro
460,56,Female,Single,HR,13,193173.94,56,0.28,False,1,Mental,Medium,Admin,8.0,8.9,False,5,6,14,8,2,0,9,48,True,True,True,No,Metro
461,22,Male,Married,Sales,26,131048.43,38,2.13,False,2,Both,Medium,Sales,5.1,0.1,True,0,1,28,9,1,6,2,76,True,True,False,Yes,Metro
462,39,Non-Binary,Divorced,Developer,30,46081.62,42,1.69,False,8,Mental,Small,Marketing,7.7,9.5,False,7,5,25,10,9,3,9,35,False,False,True,Yes,Tier-1
463,46,Non-Binary,Single,Analyst,1,70719.75,66,2.06,True,6,Mental,Small,HR,8.7,0.8,False,7,3,10,3,7,1,6,73,False,False,False,No,Tier-1
464,20,Non-Binary,Married,Developer,31,119416.29,54,2.79,False,8,Both,Small,Admin,5.7,4.6,True,8,1,6,1,3,6,2,95,False,True,False,Yes,Tier-2
465,29,Non-Binary,Married,Analyst,36,68442.97,43,1.85,False,6,Mental,Large,Sales,6.8,8.8,False,1,5,11,2,6,7,9,38,True,True,False,No,Metro
466,43,Non-Binary,Married,Developer,33,117152.12,43,2.86,False,10,Mental,Large,HR,8.1,6.3,True,10,6,16,5,1,1,5,92,False,True,True,Occasional,Metro
467,33,Non-Binary,Single,Sales,33,64672.92,89,2.34,False,9,Mental,Large,IT,5.2,0.7,False,3,6,1,10,5,8,5,53,True,False,True,No,Tier-1
468,54,Female,Single,Sales,29,166611.02,42,2.13,False,8,Mental,Medium,Admin,6.7,5.7,False,10,0,23,4,6,1,8,91,True,False,True,Yes,Metro
469,39,Male,Single,Sales,32,31166.44,86,2.46,True,9,,Large,Sales,5.0,4.6,False,1,3,13,4,2,3,1,96,True,False,True,No,Metro
470,46,Female,Married,Support,23,82748.97,42,2.25,True,4,Mental,Small,HR,8.8,5.3,False,4,3,7,10,9,9,9,73,False,False,True,Occasional,Tier-3
471,31,Male,Single,Analyst,32,31986.36,57,0.5,True,5,Mental,Small,IT,6.3,0.3,False,6,5,6,4,0,3,7,82,True,True,False,No,Tier-1
472,45,Male,Married,Developer,25,68790.32,68,2.81,False,9,Physical,Small,IT,7.3,8.4,True,6,5,28,0,8,4,9,61,True,False,False,Yes,Tier-3
473,22,Male,Divorced,HR,40,40485.59,57,1.45,False,9,Mental,Large,Admin,4.6,1.3,True,2,2,29,0,3,0,10,100,False,True,False,Yes,Tier-2
474,64,Non-Binary,Divorced,Support,35,102809.8,86,1.26,False,10,Physical,Large,Admin,7.4,8.9,True,3,6,22,10,1,10,3,25,False,False,False,No,Tier-3
475,47,Non-Binary,Divorced,Developer,40,34454.87,47,0.78,False,2,,Medium,HR,8.3,5.4,False,8,2,2,2,8,0,10,61,False,True,False,Yes,Metro
476,63,Non-Binary,Widowed,Developer,5,133540.58,74,0.63,False,1,Both,Small,Admin,8.4,9.1,False,7,3,13,10,7,4,0,16,True,True,False,Occasional,Tier-3
477,22,Male,Widowed,Manager,16,143673.0,65,1.18,False,0,Both,Small,Marketing,5.8,3.3,True,4,6,2,2,10,5,0,23,True,True,False,Occasional,Tier-1
478,29,Male,Single,Developer,23,158560.57,60,1.83,False,4,Physical,Medium,Marketing,9.0,2.5,True,6,3,3,4,6,3,2,79,False,True,False,Occasional,Tier-3
479,33,Male,Widowed,Support,15,153229.68,68,2.73,False,10,,Small,Finance,5.1,6.3,True,1,2,20,1,6,4,7,46,False,True,False,No,Tier-1
480,43,Female,Married,HR,23,99717.94,59,0.08,True,3,Both,Small,Admin,8.9,3.1,True,4,10,23,5,1,6,9,7,False,False,False,Occasional,Metro
481,43,Non-Binary,Widowed,Developer,4,154885.54,40,1.32,False,2,,Medium,Sales,4.0,9.0,True,2,9,4,6,10,10,1,9,True,True,True,Occasional,Tier-2
482,65,Non-Binary,Single,Manager,23,144490.6,35,1.14,False,8,Mental,Medium,Marketing,7.4,7.7,False,1,0,11,7,4,8,1,1,False,False,True,No,Tier-1
483,38,Non-Binary,Divorced,Manager,25,138653.77,65,1.76,False,10,Both,Medium,Marketing,6.5,7.5,True,7,4,23,1,7,6,10,92,True,False,False,Yes,Tier-1
484,56,Female,Married,HR,19,86040.07,42,1.3,True,8,Physical,Small,Finance,7.8,2.4,True,8,4,2,7,1,0,3,79,True,False,False,Occasional,Tier-2
